Observable,Value,ID,Time
Tumour volume,9.354676212513517,1,0.0
Tumour volume,14.271966624163213,2,0.12
Tumour volume,20.38476503551174,3,0.24
Tumour volume,19.30125865563631,4,0.36
Tumour volume,15.577374102107784,5,0.48
Tumour volume,23.385160123122407,6,0.6
Tumour volume,10.258832351852472,7,0.0
Tumour volume,12.623284390063173,8,0.12
Tumour volume,17.66432375489083,9,0.24
Tumour volume,21.366252863412203,10,0.36
Tumour volume,24.157652868643595,11,0.48
Tumour volume,29.573053394183237,12,0.6
Tumour volume,13.094914840136518,13,0.0
Tumour volume,12.887774880401214,14,0.12
Tumour volume,15.688601510453939,15,0.24
Tumour volume,15.995831587220529,16,0.36
Tumour volume,22.089619224674824,17,0.48
Tumour volume,38.181351143732634,18,0.6
Tumour volume,11.888344254926587,19,0.0
Tumour volume,12.444571278120508,20,0.12
Tumour volume,22.158085456952694,21,0.24
Tumour volume,14.777180048464645,22,0.36
Tumour volume,15.925435234481238,23,0.48
Tumour volume,48.653804300361735,24,0.6
Tumour volume,12.866939180263781,25,0.0
Tumour volume,12.830209391790897,26,0.12
Tumour volume,18.688734805808988,27,0.24
Tumour volume,23.141782805845015,28,0.36
Tumour volume,30.125817953290294,29,0.48
Tumour volume,51.393091736735414,30,0.6
Tumour volume,10.11121214890378,31,0.0
Tumour volume,15.7179190946551,32,0.12
Tumour volume,11.35654493309292,33,0.24
Tumour volume,13.622955610771216,34,0.36
Tumour volume,22.404532116253005,35,0.48
Tumour volume,41.80383097847309,36,0.6
Tumour volume,8.913230595975952,37,0.0
Tumour volume,12.338567775866853,38,0.12
Tumour volume,14.414360187485505,39,0.24
Tumour volume,26.529346571217676,40,0.36
Tumour volume,29.915788162207676,41,0.48
Tumour volume,34.41429117011298,42,0.6
Tumour volume,10.862753956950947,43,0.0
Tumour volume,10.168045618064118,44,0.12
Tumour volume,17.247320199346646,45,0.24
Tumour volume,19.81298439126603,46,0.36
Tumour volume,29.264266559506265,47,0.48
Tumour volume,55.927749406096716,48,0.6
Tumour volume,9.92621353481174,49,0.0
Tumour volume,14.487305902008211,50,0.12
Tumour volume,16.846854083055156,51,0.24
Tumour volume,26.85352385695345,52,0.36
Tumour volume,22.718870227700517,53,0.48
Tumour volume,29.309021351495183,54,0.6
Tumour volume,9.986499540963328,55,0.0
Tumour volume,13.770466816823843,56,0.12
Tumour volume,16.484737102695757,57,0.24
Tumour volume,22.89006013126449,58,0.36
Tumour volume,21.143150865265465,59,0.48
Tumour volume,35.41981897387634,60,0.6
Tumour volume,8.158629812639521,61,0.0
Tumour volume,10.952810873101637,62,0.12
Tumour volume,15.639904009761699,63,0.24
Tumour volume,32.83841475387304,64,0.36
