Observable,Value,ID,Time
Tumour volume,9.49620237973827,1,0.0
Tumour volume,12.541085832847532,2,0.12
Tumour volume,16.19472169508313,3,0.24
Tumour volume,23.678648985752766,4,0.36
Tumour volume,20.18381300871203,5,0.48
Tumour volume,35.214061637588955,6,0.6
Tumour volume,8.276989986504976,7,0.0
Tumour volume,12.681412310624795,8,0.12
Tumour volume,12.936874457064901,9,0.24
Tumour volume,20.76264050886728,10,0.36
Tumour volume,18.65378999342745,11,0.48
Tumour volume,20.493943781854924,12,0.6
Tumour volume,8.815969704415322,13,0.0
Tumour volume,11.445237665046733,14,0.12
Tumour volume,16.3921091096234,15,0.24
Tumour volume,21.39904357838126,16,0.36
Tumour volume,32.59102044293634,17,0.48
Tumour volume,27.39488600692719,18,0.6
Tumour volume,8.951864471993728,19,0.0
Tumour volume,11.376620280895509,20,0.12
Tumour volume,12.182730428769048,21,0.24
Tumour volume,24.54145916177894,22,0.36
Tumour volume,15.994544666091286,23,0.48
Tumour volume,27.203480916373902,24,0.6
Tumour volume,9.620938164478218,25,0.0
Tumour volume,12.622294887468662,26,0.12
Tumour volume,17.339618216545574,27,0.24
Tumour volume,25.54363620559556,28,0.36
Tumour volume,32.84343999239855,29,0.48
Tumour volume,40.67053582479973,30,0.6
Tumour volume,9.514049476027182,31,0.0
Tumour volume,12.683416736349951,32,0.12
Tumour volume,19.463024185103478,33,0.24
Tumour volume,20.058265777268147,34,0.36
Tumour volume,19.799289393469763,35,0.48
Tumour volume,32.316313189770256,36,0.6
Tumour volume,11.08404170596388,37,0.0
Tumour volume,14.740514164355256,38,0.12
Tumour volume,14.01324545168864,39,0.24
Tumour volume,27.16339596294358,40,0.36
Tumour volume,26.203859343900202,41,0.48
Tumour volume,31.2992836772726,42,0.6
Tumour volume,13.610910729278514,43,0.0
Tumour volume,9.9157386202036,44,0.12
Tumour volume,15.395953594896696,45,0.24
Tumour volume,17.911766038162657,46,0.36
Tumour volume,17.841002017031865,47,0.48
Tumour volume,33.530879136480365,48,0.6
Tumour volume,11.996063785145688,49,0.0
Tumour volume,15.91316674890643,50,0.12
Tumour volume,15.473999396633827,51,0.24
Tumour volume,24.57681655811285,52,0.36
Tumour volume,24.795741873401266,53,0.48
Tumour volume,43.4014335601478,54,0.6
Tumour volume,8.941269418326991,55,0.0
Tumour volume,11.855091847378242,56,0.12
Tumour volume,16.63886428017585,57,0.24
Tumour volume,15.790143306843268,58,0.36
Tumour volume,32.229564961407604,59,0.48
Tumour volume,32.69306847832509,60,0.6
Tumour volume,12.767285256742541,61,0.0
Tumour volume,11.628622574306258,62,0.12
Tumour volume,17.72313856060641,63,0.24
Tumour volume,18.672072155872158,64,0.36
Tumour volume,19.778301290397238,65,0.48
Tumour volume,40.02551821609064,66,0.6
Tumour volume,9.836687556520143,67,0.0
Tumour volume,14.493613156431122,68,0.12
Tumour volume,12.188402242786813,69,0.24
Tumour volume,21.503337679059108,70,0.36
Tumour volume,38.36812223013114,71,0.48
Tumour volume,24.1051544983794,72,0.6
Tumour volume,10.479950872759218,73,0.0
Tumour volume,10.856862733362764,74,0.12
Tumour volume,15.861209276517306,75,0.24
Tumour volume,20.011380383735126,76,0.36
Tumour volume,30.647275800642607,77,0.48
Tumour volume,15.628930013376564,78,0.6
Tumour volume,9.119525531328545,79,0.0
Tumour volume,12.240321575416827,80,0.12
Tumour volume,14.276949542375132,81,0.24
Tumour volume,34.191970138264416,82,0.36
Tumour volume,26.797118209644054,83,0.48
Tumour volume,31.843528334076282,84,0.6
Tumour volume,8.60395445194279,85,0.0
Tumour volume,11.387820927823192,86,0.12
Tumour volume,20.63460998148959,87,0.24
Tumour volume,25.835953969631753,88,0.36
Tumour volume,30.850020066758912,89,0.48
Tumour volume,21.279606284080984,90,0.6
Tumour volume,11.209040247522738,91,0.0
Tumour volume,12.274891933542913,92,0.12
Tumour volume,19.51570590308159,93,0.24
Tumour volume,19.645658777781165,94,0.36
Tumour volume,23.059125839371113,95,0.48
Tumour volume,83.56992772939057,96,0.6
Tumour volume,7.76761380027261,97,0.0
Tumour volume,13.318743838922675,98,0.12
Tumour volume,15.816993296283519,99,0.24
Tumour volume,20.668126334782244,100,0.36
Tumour volume,18.28512033826226,101,0.48
Tumour volume,34.23709852118812,102,0.6
Tumour volume,7.650754005595344,103,0.0
Tumour volume,12.598399391681776,104,0.12
Tumour volume,11.103404815366837,105,0.24
Tumour volume,15.246247525156598,106,0.36
Tumour volume,21.514191196329648,107,0.48
Tumour volume,32.48391059570371,108,0.6
Tumour volume,9.25737912498021,109,0.0
Tumour volume,11.667474079245277,110,0.12
Tumour volume,16.81365228958414,111,0.24
Tumour volume,16.29326928968882,112,0.36
Tumour volume,26.089092290394138,113,0.48
Tumour volume,42.554797918882585,114,0.6
Tumour volume,10.98340788580897,115,0.0
Tumour volume,13.443608268581707,116,0.12
Tumour volume,15.863436413003019,117,0.24
Tumour volume,30.198422247890054,118,0.36
Tumour volume,25.16088868991937,119,0.48
Tumour volume,31.010279353178895,120,0.6
Tumour volume,12.12262846040739,121,0.0
Tumour volume,14.899677320630824,122,0.12
Tumour volume,21.419202053867995,123,0.24
Tumour volume,14.439274814700937,124,0.36
Tumour volume,18.853672183289902,125,0.48
Tumour volume,36.78721369791106,126,0.6
Tumour volume,9.945968613872347,127,0.0
Tumour volume,12.134671255574847,128,0.12
Tumour volume,14.629052735451966,129,0.24
Tumour volume,20.634602066294114,130,0.36
Tumour volume,21.429703997893746,131,0.48
Tumour volume,32.33698682851895,132,0.6
Tumour volume,10.980210404149021,133,0.0
Tumour volume,12.97040432929137,134,0.12
Tumour volume,14.222545782175713,135,0.24
Tumour volume,22.416123925845504,136,0.36
Tumour volume,23.89467916953812,137,0.48
Tumour volume,39.44005736069677,138,0.6
Tumour volume,8.945391681478323,139,0.0
Tumour volume,9.757511678580885,140,0.12
Tumour volume,15.170096289053053,141,0.24
Tumour volume,27.40907009317602,142,0.36
Tumour volume,19.397666764046587,143,0.48
Tumour volume,34.691197573414016,144,0.6
Tumour volume,11.74012130283775,145,0.0
Tumour volume,11.816471452340659,146,0.12
Tumour volume,17.251378723146917,147,0.24
Tumour volume,23.0894728601373,148,0.36
Tumour volume,29.871285377783906,149,0.48
Tumour volume,16.212363588285747,150,0.6
Tumour volume,9.124503991782195,151,0.0
Tumour volume,10.769715894208527,152,0.12
Tumour volume,19.99836992717374,153,0.24
Tumour volume,20.85425472068814,154,0.36
Tumour volume,18.308305711333098,155,0.48
Tumour volume,30.142790302555515,156,0.6
Tumour volume,9.781504398361003,157,0.0
Tumour volume,16.13994517035216,158,0.12
Tumour volume,18.252474467780598,159,0.24
Tumour volume,25.288712936949914,160,0.36
Tumour volume,26.237948013076625,161,0.48
Tumour volume,42.8330096333293,162,0.6
Tumour volume,11.935221121868462,163,0.0
Tumour volume,14.340238667074276,164,0.12
Tumour volume,11.666177207746202,165,0.24
Tumour volume,19.005337226854675,166,0.36
Tumour volume,22.29016059253135,167,0.48
Tumour volume,54.47143738184413,168,0.6
Tumour volume,9.116468138790129,169,0.0
Tumour volume,10.081722436105053,170,0.12
Tumour volume,16.959076585625,171,0.24
Tumour volume,19.23440417754966,172,0.36
Tumour volume,26.663167693337513,173,0.48
Tumour volume,25.40834380948505,174,0.6
Tumour volume,10.698459614351545,175,0.0
Tumour volume,13.414261808829458,176,0.12
Tumour volume,18.458874456983033,177,0.24
Tumour volume,15.475109993616769,178,0.36
Tumour volume,18.784254457919204,179,0.48
Tumour volume,30.58079409541305,180,0.6
Tumour volume,11.6550837794598,181,0.0
Tumour volume,17.348466167697072,182,0.12
Tumour volume,12.973341982915477,183,0.24
Tumour volume,19.863949915894366,184,0.36
Tumour volume,17.296299613847385,185,0.48
Tumour volume,32.37385333610079,186,0.6
Tumour volume,9.444473279208735,187,0.0
Tumour volume,12.008493146840955,188,0.12
Tumour volume,13.723604830583572,189,0.24
Tumour volume,18.112370915768977,190,0.36
Tumour volume,17.007811961233024,191,0.48
Tumour volume,28.441740545862093,192,0.6
Tumour volume,10.268107211513431,193,0.0
Tumour volume,15.396113401381536,194,0.12
Tumour volume,12.289678114466298,195,0.24
Tumour volume,20.080867509124847,196,0.36
Tumour volume,25.33394607889492,197,0.48
Tumour volume,29.950586694983905,198,0.6
Tumour volume,11.562113345421677,199,0.0
Tumour volume,13.712694147594547,200,0.12
Tumour volume,13.275987311418184,201,0.24
Tumour volume,17.97978589701664,202,0.36
Tumour volume,32.33594801934386,203,0.48
Tumour volume,37.64490961429898,204,0.6
Tumour volume,8.273387393231316,205,0.0
Tumour volume,12.192591574241076,206,0.12
Tumour volume,18.045900184323507,207,0.24
Tumour volume,23.27434401634728,208,0.36
Tumour volume,26.826327514656533,209,0.48
Tumour volume,31.468730840436788,210,0.6
Tumour volume,11.49040426519856,211,0.0
Tumour volume,12.606334137903277,212,0.12
Tumour volume,14.417227413399177,213,0.24
Tumour volume,15.129958588307755,214,0.36
Tumour volume,29.75842017711765,215,0.48
Tumour volume,37.569300427048134,216,0.6
Tumour volume,10.48512146076156,217,0.0
Tumour volume,12.830243534046822,218,0.12
Tumour volume,14.423167415548406,219,0.24
Tumour volume,20.617827111810126,220,0.36
Tumour volume,22.691157242985692,221,0.48
Tumour volume,18.94310888874474,222,0.6
Tumour volume,10.303486144804157,223,0.0
Tumour volume,12.668430451611764,224,0.12
Tumour volume,16.47806910603593,225,0.24
Tumour volume,19.77733132726859,226,0.36
Tumour volume,21.362522909370355,227,0.48
Tumour volume,34.51303198565517,228,0.6
Tumour volume,10.313892437638097,229,0.0
Tumour volume,11.787909783359163,230,0.12
Tumour volume,19.42856623420598,231,0.24
Tumour volume,15.954575438822694,232,0.36
Tumour volume,35.24859536703942,233,0.48
Tumour volume,39.82985139812356,234,0.6
Tumour volume,11.848898293983423,235,0.0
Tumour volume,14.128141157552887,236,0.12
Tumour volume,17.1787309172932,237,0.24
Tumour volume,18.956049630727847,238,0.36
Tumour volume,49.42388927568397,239,0.48
Tumour volume,39.71138543301129,240,0.6
Tumour volume,11.20969657619882,241,0.0
Tumour volume,12.772469429221418,242,0.12
Tumour volume,14.937111140505422,243,0.24
Tumour volume,18.988220535767212,244,0.36
Tumour volume,25.41130965768617,245,0.48
Tumour volume,31.70078948395891,246,0.6
Tumour volume,12.663628114991521,247,0.0
Tumour volume,10.680993906130748,248,0.12
Tumour volume,16.735626966846397,249,0.24
Tumour volume,22.57486418051217,250,0.36
Tumour volume,21.646894441510295,251,0.48
Tumour volume,39.17516949800842,252,0.6
Tumour volume,9.715965270201233,253,0.0
Tumour volume,17.746852742205224,254,0.12
Tumour volume,20.416261944946207,255,0.24
Tumour volume,22.647883505744584,256,0.36
Tumour volume,27.80563904920781,257,0.48
Tumour volume,38.226970905567846,258,0.6
Tumour volume,8.970307813107013,259,0.0
Tumour volume,10.619109173549408,260,0.12
Tumour volume,17.154869566498196,261,0.24
Tumour volume,23.746943622734328,262,0.36
Tumour volume,20.65793065198384,263,0.48
Tumour volume,18.15524958769963,264,0.6
Tumour volume,9.350138605597623,265,0.0
Tumour volume,12.206826230426847,266,0.12
Tumour volume,15.615527329281097,267,0.24
Tumour volume,16.877159981213147,268,0.36
Tumour volume,26.16709431151211,269,0.48
Tumour volume,30.873605657023564,270,0.6
Tumour volume,8.884930590036602,271,0.0
Tumour volume,12.683984863877514,272,0.12
Tumour volume,13.772015187173281,273,0.24
Tumour volume,17.676471774118014,274,0.36
Tumour volume,26.992489818861852,275,0.48
Tumour volume,26.73206659637616,276,0.6
Tumour volume,10.125001859918305,277,0.0
Tumour volume,13.580384687460304,278,0.12
Tumour volume,14.002185878304859,279,0.24
Tumour volume,24.367825485294592,280,0.36
Tumour volume,21.083113076538957,281,0.48
Tumour volume,38.86811231141626,282,0.6
Tumour volume,8.766331529398972,283,0.0
Tumour volume,11.163691538727257,284,0.12
Tumour volume,13.921210216207125,285,0.24
Tumour volume,26.784165154218663,286,0.36
Tumour volume,18.73738773707616,287,0.48
Tumour volume,24.51425593036486,288,0.6
Tumour volume,10.18666727085483,289,0.0
Tumour volume,13.264181531989378,290,0.12
Tumour volume,19.284795199149258,291,0.24
Tumour volume,19.264235461876687,292,0.36
Tumour volume,24.545474390920152,293,0.48
Tumour volume,28.88546408962827,294,0.6
Tumour volume,11.887522447233176,295,0.0
Tumour volume,14.08997296937815,296,0.12
Tumour volume,17.646624651972427,297,0.24
Tumour volume,22.239702336479105,298,0.36
Tumour volume,25.25823953488755,299,0.48
Tumour volume,58.33688424424045,300,0.6
Tumour volume,10.236255387896225,301,0.0
Tumour volume,15.127062137635225,302,0.12
Tumour volume,19.73531993473242,303,0.24
Tumour volume,25.486455272647024,304,0.36
Tumour volume,28.39573438742258,305,0.48
Tumour volume,29.015958868023077,306,0.6
Tumour volume,10.399369885380805,307,0.0
Tumour volume,12.449698300050805,308,0.12
Tumour volume,17.952404259115802,309,0.24
Tumour volume,24.32041164488983,310,0.36
Tumour volume,27.693846465793726,311,0.48
Tumour volume,21.483600090922355,312,0.6
Tumour volume,8.361614426498072,313,0.0
Tumour volume,12.471759488686141,314,0.12
Tumour volume,15.229264516656585,315,0.24
Tumour volume,18.16701130733915,316,0.36
Tumour volume,23.65237027324693,317,0.48
Tumour volume,25.42634593075924,318,0.6
Tumour volume,9.708602578458972,319,0.0
Tumour volume,11.226560331862661,320,0.12
Tumour volume,15.320928692331886,321,0.24
Tumour volume,20.126984910189044,322,0.36
Tumour volume,26.33655800451732,323,0.48
Tumour volume,33.75195552446839,324,0.6
Tumour volume,10.29372384076706,325,0.0
Tumour volume,14.086808254692672,326,0.12
Tumour volume,14.212916878354903,327,0.24
Tumour volume,19.15592368638955,328,0.36
Tumour volume,19.504931928094173,329,0.48
Tumour volume,21.038645551554506,330,0.6
Tumour volume,8.656733904507362,331,0.0
Tumour volume,12.739961958368351,332,0.12
Tumour volume,15.501296268545104,333,0.24
Tumour volume,16.702844622466028,334,0.36
Tumour volume,26.029104309390796,335,0.48
Tumour volume,36.78347787831878,336,0.6
Tumour volume,11.653210427186265,337,0.0
Tumour volume,11.067097475349184,338,0.12
Tumour volume,18.31388731798648,339,0.24
Tumour volume,17.403305366416376,340,0.36
Tumour volume,27.983694960687572,341,0.48
Tumour volume,17.28900805717006,342,0.6
Tumour volume,11.20467884402826,343,0.0
Tumour volume,11.496168769306077,344,0.12
Tumour volume,15.29816771091274,345,0.24
Tumour volume,29.757828127958728,346,0.36
Tumour volume,19.44786248281511,347,0.48
Tumour volume,16.689356954517894,348,0.6
Tumour volume,11.589227825148138,349,0.0
Tumour volume,9.814071000372195,350,0.12
Tumour volume,12.893670432347587,351,0.24
Tumour volume,28.618894108077864,352,0.36
Tumour volume,35.38958342298385,353,0.48
Tumour volume,18.52811529187815,354,0.6
Tumour volume,12.082541270291303,355,0.0
Tumour volume,11.264824159784661,356,0.12
Tumour volume,14.310841729192212,357,0.24
Tumour volume,23.78717808879507,358,0.36
Tumour volume,22.736871842426375,359,0.48
Tumour volume,28.01067373052541,360,0.6
