Observable,Value,ID,Time
Tumour volume,8.945110238101464,1,0.0
Tumour volume,13.38124035593972,2,0.12
Tumour volume,11.926774512755097,3,0.24
Tumour volume,22.30370801355774,4,0.36
Tumour volume,27.259360001305552,5,0.48
Tumour volume,28.584133474136863,6,0.6
Tumour volume,10.058296546416132,7,0.0
Tumour volume,14.925295295539518,8,0.12
Tumour volume,19.700744844178285,9,0.24
Tumour volume,18.706833140979196,10,0.36
Tumour volume,27.826058201186314,11,0.48
Tumour volume,31.7867176090249,12,0.6
Tumour volume,9.028535798298023,13,0.0
Tumour volume,10.850244878397167,14,0.12
Tumour volume,20.9784231976754,15,0.24
Tumour volume,23.334037078123643,16,0.36
Tumour volume,22.876281489051646,17,0.48
Tumour volume,32.75546596503535,18,0.6
Tumour volume,7.975275721134967,19,0.0
Tumour volume,13.368505120332042,20,0.12
Tumour volume,22.96387828827051,21,0.24
Tumour volume,19.498527258138193,22,0.36
Tumour volume,47.68227848493897,23,0.48
Tumour volume,22.783303274326947,24,0.6
Tumour volume,10.963339173995125,25,0.0
Tumour volume,13.7321687331735,26,0.12
Tumour volume,15.445496176940445,27,0.24
Tumour volume,19.0606548819687,28,0.36
Tumour volume,37.1217810566444,29,0.48
Tumour volume,26.854197622961532,30,0.6
Tumour volume,10.80735254862358,31,0.0
Tumour volume,14.55938561988047,32,0.12
Tumour volume,15.088793557979987,33,0.24
Tumour volume,18.24636412170463,34,0.36
Tumour volume,23.49991571395813,35,0.48
Tumour volume,31.01588167390044,36,0.6
Tumour volume,10.464206354765697,37,0.0
Tumour volume,12.600820860059246,38,0.12
Tumour volume,14.9858403781692,39,0.24
Tumour volume,16.961250406396363,40,0.36
Tumour volume,28.40426296296118,41,0.48
Tumour volume,34.80073150883541,42,0.6
Tumour volume,8.807102280600569,43,0.0
Tumour volume,11.948611733416334,44,0.12
Tumour volume,14.080808267915227,45,0.24
Tumour volume,19.541325091457825,46,0.36
Tumour volume,31.1999667409455,47,0.48
Tumour volume,39.14810142777615,48,0.6
Tumour volume,10.904668646484104,49,0.0
Tumour volume,11.494507668748989,50,0.12
Tumour volume,13.226429703049586,51,0.24
Tumour volume,18.057982599747685,52,0.36
Tumour volume,32.93760506568869,53,0.48
Tumour volume,21.19576424014364,54,0.6
Tumour volume,8.2088955392372,55,0.0
Tumour volume,11.671797404051924,56,0.12
Tumour volume,20.610723467024744,57,0.24
Tumour volume,18.094479445244936,58,0.36
Tumour volume,40.615224597501616,59,0.48
Tumour volume,49.118809702271435,60,0.6
Tumour volume,9.328424738046515,61,0.0
Tumour volume,12.014407628679393,62,0.12
Tumour volume,10.947725261960201,63,0.24
