Observable,Value,ID,Time
Count,9.397067499018531,1,0.0
Count,13.69767755551101,2,0.12
Count,16.02193568120824,3,0.24
Count,21.25369947440734,4,0.36
Count,25.632039562374757,5,0.48
Count,31.64637559962674,6,0.6
Count,11.05822850654609,7,0.0
Count,14.318017225034087,8,0.12
Count,16.367018536049738,9,0.24
Count,17.58119271279128,10,0.36
Count,31.10343558327718,11,0.48
Count,27.287877789685854,12,0.6
Count,10.664561015298496,13,0.0
Count,12.683066227828018,14,0.12
Count,14.832679413914148,15,0.24
Count,20.92349280914135,16,0.36
Count,23.24226638378264,17,0.48
Count,31.47822416170825,18,0.6
Count,9.723835250482768,19,0.0
Count,13.1042705961507,20,0.12
Count,10.313521523471636,21,0.24
Count,18.338000747175556,22,0.36
Count,22.14521520140304,23,0.48
Count,41.011155353749274,24,0.6
Count,10.810913913729674,25,0.0
Count,10.715610976644513,26,0.12
Count,19.039255317561086,27,0.24
Count,17.168382769613025,28,0.36
Count,18.646587369783262,29,0.48
Count,33.60198787202855,30,0.6
Count,9.04201933698609,31,0.0
Count,14.429492047792177,32,0.12
Count,19.1462278026435,33,0.24
Count,16.307923110806442,34,0.36
Count,31.120818501288312,35,0.48
Count,23.175659116707568,36,0.6
Count,10.319638425680898,37,0.0
Count,9.741314896365868,38,0.12
Count,16.500489563571037,39,0.24
Count,25.499076622768225,40,0.36
Count,25.071887188516417,41,0.48
Count,15.447177998666008,42,0.6
Count,11.767455721309608,43,0.0
Count,13.473618332230874,44,0.12
Count,13.693316132716236,45,0.24
Count,33.79888612982012,46,0.36
Count,24.916748693763058,47,0.48
Count,32.19997896340796,48,0.6
Count,11.018697490261875,49,0.0
Count,13.278532403551797,50,0.12
Count,18.52234689024177,51,0.24
Count,18.8405689953612,52,0.36
Count,30.899946851720344,53,0.48
Count,42.14103023346599,54,0.6
Count,10.279085293406958,55,0.0
Count,9.799516446830765,56,0.12
Count,17.561398726729742,57,0.24
Count,19.43225060223903,58,0.36
Count,20.85123309205334,59,0.48
Count,36.00277790249278,60,0.6
Count,11.192556501212358,61,0.0
Count,11.05503568533451,62,0.12
Count,16.390663243041043,63,0.24
Count,19.79127022538051,64,0.36
Count,25.31755486608697,65,0.48
Count,32.86056573163639,66,0.6
Count,10.97393867218639,67,0.0
Count,13.250748180281409,68,0.12
Count,17.467121762423602,69,0.24
Count,12.630159079611966,70,0.36
Count,27.924135257719403,71,0.48
Count,27.013810002695077,72,0.6
Count,8.846072296882914,73,0.0
Count,13.575649035458955,74,0.12
Count,14.280722128310451,75,0.24
Count,21.625012486904282,76,0.36
Count,26.279317273431477,77,0.48
Count,42.91882155717293,78,0.6
Count,12.699599117557826,79,0.0
Count,14.737675615322361,80,0.12
Count,15.256086603471594,81,0.24
Count,26.115012630653556,82,0.36
Count,35.782849376634864,83,0.48
Count,27.856608781510563,84,0.6
Count,9.669078282342724,85,0.0
Count,10.58468537150565,86,0.12
Count,16.11223804951799,87,0.24
Count,23.394469832418967,88,0.36
Count,32.918959578677445,89,0.48
Count,40.05834319262924,90,0.6
